Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/vets 37 Pet clinic,2,82,59,105,105,105,59,105,"0,000%","12,12121","83,15","3,88"
http://20.50.171.10:9966/petclinic/api/vets 35 Pet clinic,2,83,64,103,103,103,64,103,"0,000%","11,97605","82,15","3,83"
http://20.50.171.10:9966/petclinic/api/vets 39 Pet clinic,2,72,42,102,102,102,42,102,"0,000%","13,88889","95,28","4,44"
http://20.50.171.10:9966/petclinic/api/specialties 42 ${websiteName},1,90,90,90,90,90,90,90,"0,000%","11,11111","10,85","2,85"
http://20.50.171.10:9966/petclinic/api/vets 40 Pet clinic,2,68,48,89,89,89,48,89,"0,000%","14,49275","100,08","4,64"
http://20.50.171.10:9966/petclinic/api/vets 41 Pet clinic,2,66,41,91,91,91,41,91,"0,000%","15,03759","103,85","4,81"
http://20.50.171.10:9966/petclinic/api/specialties 43 ${websiteName},1,88,88,88,88,88,88,88,"0,000%","11,36364","11,10","2,92"
http://20.50.171.10:9966/petclinic/api/specialties 44 ${websiteName},1,91,91,91,91,91,91,91,"0,000%","10,98901","10,73","2,82"
http://20.50.171.10:9966/petclinic/api/vets 42 Pet clinic,2,74,52,96,96,96,52,96,"0,000%","13,42282","93,93","4,29"
http://20.50.171.10:9966/petclinic/api/specialties 45 ${websiteName},1,89,89,89,89,89,89,89,"0,000%","11,23596","10,97","2,89"
http://20.50.171.10:9966/petclinic/api/vets 43 Pet clinic,2,64,43,86,86,86,43,86,"0,000%","15,50388","109,20","4,96"
http://20.50.171.10:9966/petclinic/api/specialties 46 ${websiteName},1,94,94,94,94,94,94,94,"0,000%","10,63830","10,39","2,73"
http://20.50.171.10:9966/petclinic/api/vets 44 Pet clinic,2,72,45,99,99,99,45,99,"0,000%","13,79310","97,78","4,41"
http://20.50.171.10:9966/petclinic/api/specialties 47 ${websiteName},1,92,92,92,92,92,92,92,"0,000%","10,86957","10,61","2,79"
http://20.50.171.10:9966/petclinic/api/vets 45 Pet clinic,2,67,46,89,89,89,46,89,"0,000%","14,81481","105,71","4,74"
http://20.50.171.10:9966/petclinic/api/specialties 48 ${websiteName},1,95,95,95,95,95,95,95,"0,000%","10,52632","10,28","2,70"
http://20.50.171.10:9966/petclinic/api/vets 46 Pet clinic,2,78,48,108,108,108,48,108,"0,000%","12,82051","92,07","4,10"
http://20.50.171.10:9966/petclinic/api/specialties 49 ${websiteName},1,93,93,93,93,93,93,93,"0,000%","10,75269","10,50","2,76"
http://20.50.171.10:9966/petclinic/api/vets 47 Pet clinic,2,72,47,97,97,97,47,97,"0,000%","13,88889","100,38","4,44"
http://20.50.171.10:9966/petclinic/api/specialties 50 ${websiteName},1,94,94,94,94,94,94,94,"0,000%","10,63830","10,39","2,73"
http://20.50.171.10:9966/petclinic/api/vets 48 Pet clinic,2,68,47,89,89,89,47,89,"0,000%","14,59854","106,17","4,67"
http://20.50.171.10:9966/petclinic/api/vets 49 Pet clinic,2,75,44,107,107,107,44,107,"0,000%","13,24503","96,33","4,24"
http://20.50.171.10:9966/petclinic/api/vets 50 Pet clinic,2,86,50,123,123,123,50,123,"0,000%","11,56069","84,08","3,70"
TOTAL,250,160,155,288,311,357,41,365,"0,000%","200,00000","1098,56","71,72"
