Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
http://20.50.171.10:9966/petclinic/api/pettypes 3 Pet clinic,1,130,130,130,130,130,130,130,"0,000%","7,69231","248,47","1,95"
http://20.50.171.10:9966/petclinic/api/pets/1 1 Pet clinic,2,47,46,48,48,48,46,48,"100,000%","21,05263","5,24","8,03"
http://20.50.171.10:9966/petclinic/api/pets/1 3 Pet clinic,2,44,41,47,47,47,41,47,"100,000%","22,47191","5,60","8,57"
http://20.50.171.10:9966/petclinic/api/owners 10 ${websiteName},1,821,821,821,821,821,821,821,"0,000%","1,21803","362,64","0,31"
http://20.50.171.10:9966/petclinic/api/owners/5 10 Pet clinic,2,44,43,45,45,45,43,45,"0,000%","6,96864","3,08","1,77"
http://20.50.171.10:9966/petclinic/api/owners 7 ${websiteName},1,1197,1197,1197,1197,1197,1197,1197,"0,000%",",83542","248,73","0,21"
http://20.50.171.10:9966/petclinic/api/owners/5 7 Pet clinic,2,44,40,49,49,49,40,49,"0,000%","7,49064","3,31","1,90"
http://20.50.171.10:9966/petclinic/api/pettypes 10 Pet clinic,1,98,98,98,98,98,98,98,"0,000%","10,20408","329,60","2,59"
http://20.50.171.10:9966/petclinic/api/owners 9 ${websiteName},1,1104,1104,1104,1104,1104,1104,1104,"0,000%",",90580","269,68","0,23"
http://20.50.171.10:9966/petclinic/api/pets/1 10 Pet clinic,2,49,43,56,56,56,43,56,"100,000%","20,20202","5,03","7,70"
http://20.50.171.10:9966/petclinic/api/pettypes 7 Pet clinic,1,92,92,92,92,92,92,92,"0,000%","10,86957","351,10","2,76"
http://20.50.171.10:9966/petclinic/api/owners/5 9 Pet clinic,2,47,45,49,49,49,45,49,"0,000%","7,54717","3,33","1,92"
http://20.50.171.10:9966/petclinic/api/owners 8 ${websiteName},1,1253,1253,1253,1253,1253,1253,1253,"0,000%",",79808","237,61","0,20"
http://20.50.171.10:9966/petclinic/api/owners 6 ${websiteName},1,1464,1464,1464,1464,1464,1464,1464,"0,000%",",68306","203,37","0,17"
http://20.50.171.10:9966/petclinic/api/pets/1 7 Pet clinic,2,41,40,43,43,43,40,43,"100,000%","23,80952","5,93","9,08"
http://20.50.171.10:9966/petclinic/api/owners/5 8 Pet clinic,2,48,44,52,52,52,44,52,"0,000%","7,38007","3,26","1,87"
http://20.50.171.10:9966/petclinic/api/owners/5 6 Pet clinic,2,56,55,57,57,57,55,57,"0,000%","7,01754","3,10","1,78"
http://20.50.171.10:9966/petclinic/api/pettypes 9 Pet clinic,1,86,86,86,86,86,86,86,"0,000%","11,62791","375,59","2,95"
http://20.50.171.10:9966/petclinic/api/pets/1 9 Pet clinic,2,41,40,42,42,42,40,42,"100,000%","24,09639","6,00","9,19"
http://20.50.171.10:9966/petclinic/api/pettypes 8 Pet clinic,1,92,92,92,92,92,92,92,"0,000%","10,86957","351,10","2,76"
http://20.50.171.10:9966/petclinic/api/pettypes 6 Pet clinic,1,86,86,86,86,86,86,86,"0,000%","11,62791","375,59","2,95"
http://20.50.171.10:9966/petclinic/api/pets/1 8 Pet clinic,2,41,40,42,42,42,40,42,"100,000%","24,39024","6,07","9,30"
http://20.50.171.10:9966/petclinic/api/pets/1 6 Pet clinic,2,43,41,45,45,45,41,45,"100,000%","23,25581","5,79","8,87"
http://20.50.171.10:9966/petclinic/api/owners 4 ${websiteName},1,1932,1932,1932,1932,1932,1932,1932,"0,000%",",51760","154,10","0,13"
http://20.50.171.10:9966/petclinic/api/owners/5 4 Pet clinic,2,51,43,60,60,60,43,60,"0,000%","5,97015","2,64","1,52"
http://20.50.171.10:9966/petclinic/api/pettypes 4 Pet clinic,1,135,135,135,135,135,135,135,"0,000%","7,40741","239,27","1,88"
http://20.50.171.10:9966/petclinic/api/pets/1 4 Pet clinic,2,48,46,50,50,50,46,50,"100,000%","20,83333","5,19","7,94"
TOTAL,90,333,86,1204,1326,1932,40,1932,"44,444%","34,99222","2577,07","13,81"
